post_id,text,category,borough,location,post_date,likes,shares,comments,engagement_score,sentiment_polarity,sentiment_subjectivity,sentiment_label
post_000240,Heat wave hitting Southbronx hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Southbronx,2025-08-10T10:59:15.535900,79,39,9,214,-0.292,0.542,negative
post_000241,Third time this month - Crownheights streets are underwater after heavy rain. #UrbanFlooding,flood_concern,brooklyn,Crownheights,2025-07-29T10:59:15.536900,35,38,8,165,-0.1,0.25,neutral
post_000242,Air quality is terrible in New Dorp today. My allergies is acting up again. #NYC #AirQuality,health_concern,staten_island,New Dorp,2025-06-08T10:59:15.536900,409,15,26,506,-0.288,0.485,negative
post_000243,Another trip to the ER because of allergies. When will Williamsburg address the air pollution? #PublicHealth,health_concern,brooklyn,Williamsburg,2025-09-19T10:59:15.536900,127,9,11,176,0.0,0.0,neutral
post_000244,Street flooding again in New Dorp! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,New Dorp,2025-06-18T10:59:15.536900,446,22,31,574,0.17,0.455,positive
post_000245,Street flooding again in Crownheights! This happens every time it rains. #Flooding #NYC,flood_concern,brooklyn,Crownheights,2025-05-28T10:59:15.536900,491,58,41,747,0.0,0.0,neutral
post_000246,Air quality alert for Bedstuy - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,brooklyn,Bedstuy,2025-07-07T10:59:15.536900,247,79,31,546,0.0,0.0,neutral
post_000247,Kids can't play outside in New Dorp - air quality index is through the roof! #HealthAlert,health_concern,staten_island,New Dorp,2025-05-10T10:59:15.537904,169,95,36,526,0.085,0.252,neutral
post_000248,Street flooding again in Huntspoint! This happens every time it rains. #Flooding #NYC,flood_concern,bronx,Huntspoint,2025-09-22T10:59:15.537904,383,58,30,617,0.0,0.0,neutral
post_000249,Basement flooded AGAIN in Longislandcity. City needs better drainage infrastructure! #FloodDamage,flood_concern,queens,Longislandcity,2025-09-27T10:59:15.537904,47,81,24,338,0.625,0.5,positive
post_000250,Air quality is terrible in Harlem today. My asthma is acting up again. #NYC #AirQuality,health_concern,manhattan,Harlem,2025-04-19T10:59:15.537904,448,49,38,671,-0.5,0.5,negative
post_000251,Basement flooded AGAIN in Midtown. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Midtown,2025-10-04T10:59:15.538859,213,80,6,465,0.625,0.5,positive
post_000252,"Green space in Brooklyn being destroyed for development. We need more trees, not less! #Environment",environmental_concern,brooklyn,Brooklyn,2025-06-02T10:59:15.538859,388,41,50,611,0.135,0.289,positive
post_000253,Construction dust in Midtown is making everyone sick. Where's the oversight? #Pollution,environmental_concern,manhattan,Midtown,2025-07-17T10:59:15.538859,224,78,33,524,-0.714,0.857,negative
post_000254,Street flooding again in Bedstuy! This happens every time it rains. #Flooding #NYC,flood_concern,brooklyn,Bedstuy,2025-09-03T10:59:15.538859,117,8,41,223,0.0,0.0,neutral
post_000255,Air quality alert for Southbronx - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,bronx,Southbronx,2025-04-18T10:59:15.539538,381,34,49,581,0.0,0.0,neutral
post_000256,Chemical smell in Parkslope - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,brooklyn,Parkslope,2025-04-28T10:59:15.539538,152,76,39,458,0.0,0.0,neutral
post_000257,Subway station at Williamsburg completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,brooklyn,Williamsburg,2025-10-02T10:59:15.539538,377,87,3,644,0.1,0.4,neutral
post_000258,Heat wave hitting Statenisland hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,staten_island,Statenisland,2025-06-06T10:59:15.539538,420,35,33,591,-0.292,0.542,negative
post_000259,Construction dust in Bronx is making everyone sick. Where's the oversight? #Pollution,environmental_concern,bronx,Bronx,2025-09-10T10:59:15.539538,289,54,11,473,-0.714,0.857,negative
post_000260,Construction dust in Manhattan is making everyone sick. Where's the oversight? #Pollution,environmental_concern,manhattan,Manhattan,2025-05-23T10:59:15.539538,207,61,32,454,-0.714,0.857,negative
post_000261,Street flooding again in Chinatown! This happens every time it rains. #Flooding #NYC,flood_concern,manhattan,Chinatown,2025-08-30T10:59:15.539538,397,27,25,528,0.0,0.0,neutral
post_000262,Another trip to the ER because of asthma. When will Chinatown address the air pollution? #PublicHealth,health_concern,manhattan,Chinatown,2025-09-08T10:59:15.540734,198,61,11,403,0.0,0.0,neutral
post_000263,Another trip to the ER because of cough. When will Mott Haven address the air pollution? #PublicHealth,health_concern,bronx,Mott Haven,2025-08-08T10:59:15.540734,117,61,24,348,0.0,0.0,neutral
post_000264,Asthma attacks increasing in our neighborhood. Something needs to be done about Statenisland air quality.,health_concern,staten_island,Statenisland,2025-09-24T10:59:15.540734,198,38,0,312,0.0,0.0,neutral
post_000265,Basement flooded AGAIN in Manhattan. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Manhattan,2025-10-03T10:59:15.540734,191,82,20,477,0.625,0.5,positive
post_000266,Heat wave hitting Manhattan hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,manhattan,Manhattan,2025-10-05T10:59:15.540734,272,10,25,352,-0.292,0.542,negative
post_000267,"Green space in Brooklyn being destroyed for development. We need more trees, not less! #Environment",environmental_concern,brooklyn,Brooklyn,2025-09-19T10:59:15.540734,354,22,49,518,0.135,0.289,positive
post_000268,Basement flooded AGAIN in Midtown. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Midtown,2025-07-16T10:59:15.541785,490,31,32,647,0.625,0.5,positive
post_000269,Air quality alert for Parkslope - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,brooklyn,Parkslope,2025-09-18T10:59:15.541785,291,82,10,557,0.0,0.0,neutral
post_000270,Third time this month - Dumbo streets are underwater after heavy rain. #UrbanFlooding,flood_concern,brooklyn,Dumbo,2025-09-25T10:59:15.541785,194,62,41,462,-0.1,0.25,neutral
post_000271,Storm surge warnings for Queens. Time to move everything upstairs again. #StormSurge,flood_concern,queens,Queens,2025-07-08T10:59:15.541785,492,12,30,588,0.0,0.0,neutral
post_000272,Street flooding again in Flushing! This happens every time it rains. #Flooding #NYC,flood_concern,queens,Flushing,2025-07-15T10:59:15.541785,90,40,47,304,0.0,0.0,neutral
post_000273,Heat wave hitting Southbronx hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,bronx,Southbronx,2025-06-17T10:59:15.541785,482,59,39,737,-0.292,0.542,negative
post_000274,Another trip to the ER because of allergies. When will Southbronx address the air pollution? #PublicHealth,health_concern,bronx,Southbronx,2025-04-16T10:59:15.541785,242,86,8,516,0.0,0.0,neutral
post_000275,Heat wave hitting Elmhurst hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,queens,Elmhurst,2025-05-01T10:59:15.541785,375,7,20,436,-0.292,0.542,negative
post_000276,Another trip to the ER because of asthma. When will Uppereastside address the air pollution? #PublicHealth,health_concern,manhattan,Uppereastside,2025-04-29T10:59:15.543313,236,85,18,527,0.0,0.0,neutral
post_000277,Air quality alert for Williamsburg - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,brooklyn,Williamsburg,2025-05-07T10:59:15.543313,299,33,38,474,0.0,0.0,neutral
post_000278,Construction dust in Uppereastside is making everyone sick. Where's the oversight? #Pollution,environmental_concern,manhattan,Uppereastside,2025-05-22T10:59:15.543313,31,40,19,189,-0.714,0.857,negative
post_000279,Hospital wait times are crazy in Flushing. So many people with respiratory issues today.,health_concern,queens,Flushing,2025-07-06T10:59:15.543313,280,34,10,402,-0.05,0.7,neutral
post_000280,Kids can't play outside in Brooklyn - air quality index is through the roof! #HealthAlert,health_concern,brooklyn,Brooklyn,2025-06-07T10:59:15.543313,294,71,4,515,0.0,0.05,neutral
post_000281,Hospital wait times are crazy in Chinatown. So many people with respiratory issues today.,health_concern,manhattan,Chinatown,2025-06-01T10:59:15.543313,282,18,26,388,-0.05,0.7,neutral
post_000282,Subway station at New Dorp completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,New Dorp,2025-09-10T10:59:15.544363,394,65,22,633,0.118,0.427,positive
post_000283,Storm surge warnings for Southbronx. Time to move everything upstairs again. #StormSurge,flood_concern,bronx,Southbronx,2025-09-07T10:59:15.544363,143,1,20,186,0.0,0.0,neutral
post_000284,Hospital wait times are crazy in Elmhurst. So many people with respiratory issues today.,health_concern,queens,Elmhurst,2025-05-14T10:59:15.544363,172,21,47,329,-0.05,0.7,neutral
post_000285,Kids can't play outside in Tottenville - air quality index is through the roof! #HealthAlert,health_concern,staten_island,Tottenville,2025-04-20T10:59:15.544363,183,26,20,301,0.0,0.05,neutral
post_000286,Air quality is terrible in Dumbo today. My cough is acting up again. #NYC #AirQuality,health_concern,brooklyn,Dumbo,2025-05-23T10:59:15.544363,299,43,36,500,-0.5,0.5,negative
post_000287,Third time this month - Parkslope streets are underwater after heavy rain. #UrbanFlooding,flood_concern,brooklyn,Parkslope,2025-07-13T10:59:15.545369,59,17,1,112,-0.1,0.25,neutral
post_000288,Kids can't play outside in Elmhurst - air quality index is through the roof! #HealthAlert,health_concern,queens,Elmhurst,2025-10-11T10:59:15.545369,252,59,27,483,0.0,0.05,neutral
post_000289,Construction dust in Flushing is making everyone sick. Where's the oversight? #Pollution,environmental_concern,queens,Flushing,2025-05-06T10:59:15.545369,18,73,15,267,-0.714,0.857,negative
post_000290,Basement flooded AGAIN in Mott Haven. City needs better drainage infrastructure! #FloodDamage,flood_concern,bronx,Mott Haven,2025-05-30T10:59:15.545369,233,91,6,518,0.625,0.5,positive
post_000291,Street flooding again in Fordham! This happens every time it rains. #Flooding #NYC,flood_concern,bronx,Fordham,2025-06-25T10:59:15.545369,66,76,45,384,0.0,0.0,neutral
post_000292,Third time this month - Queens streets are underwater after heavy rain. #UrbanFlooding,flood_concern,queens,Queens,2025-10-01T10:59:15.545369,8,30,50,198,-0.1,0.25,neutral
post_000293,Construction dust in Astoria is making everyone sick. Where's the oversight? #Pollution,environmental_concern,queens,Astoria,2025-07-19T10:59:15.546363,288,67,1,491,-0.714,0.857,negative
post_000294,Another trip to the ER because of breathing problems. When will Chinatown address the air pollution? #PublicHealth,health_concern,manhattan,Chinatown,2025-08-16T10:59:15.546363,258,19,44,403,0.0,0.0,neutral
post_000295,Air quality alert for Astoria - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,queens,Astoria,2025-09-15T10:59:15.546363,194,56,23,408,0.0,0.0,neutral
post_000296,Hospital wait times are crazy in Queens. So many people with respiratory issues today.,health_concern,queens,Queens,2025-08-16T10:59:15.546363,393,59,30,630,-0.05,0.7,neutral
post_000297,Subway station at Statenisland completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,Statenisland,2025-05-01T10:59:15.546363,465,52,25,671,0.1,0.4,neutral
post_000298,Construction dust in Fordham is making everyone sick. Where's the oversight? #Pollution,environmental_concern,bronx,Fordham,2025-06-28T10:59:15.547362,390,94,5,682,-0.714,0.857,negative
post_000299,Asthma attacks increasing in our neighborhood. Something needs to be done about Mott Haven air quality.,health_concern,bronx,Mott Haven,2025-08-11T10:59:15.547362,460,79,10,717,0.0,0.0,neutral
post_000300,"Green space in Tottenville being destroyed for development. We need more trees, not less! #Environment",environmental_concern,staten_island,Tottenville,2025-06-14T10:59:15.547362,83,36,9,209,0.135,0.289,positive
post_000301,Air quality is terrible in Lowereastside today. My breathing problems is acting up again. #NYC #AirQuality,health_concern,manhattan,Lowereastside,2025-07-29T10:59:15.547362,113,97,23,450,-0.5,0.5,negative
post_000302,Street flooding again in St George! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,St George,2025-09-26T10:59:15.548328,292,98,39,664,0.0,0.0,neutral
post_000303,Heat wave hitting Parkslope hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,brooklyn,Parkslope,2025-07-13T10:59:15.548328,350,66,11,570,-0.292,0.542,negative
post_000304,Another trip to the ER because of allergies. When will Chinatown address the air pollution? #PublicHealth,health_concern,manhattan,Chinatown,2025-07-15T10:59:15.548729,58,64,34,318,0.0,0.0,neutral
post_000305,Air quality is terrible in Uppereastside today. My breathing problems is acting up again. #NYC #AirQuality,health_concern,manhattan,Uppereastside,2025-05-12T10:59:15.548729,161,72,17,411,-0.5,0.5,negative
post_000306,Asthma attacks increasing in our neighborhood. Something needs to be done about Manhattan air quality.,health_concern,manhattan,Manhattan,2025-05-16T10:59:15.548729,281,42,15,437,0.0,0.0,neutral
post_000307,Construction dust in Jackson Heights is making everyone sick. Where's the oversight? #Pollution,environmental_concern,queens,Jackson Heights,2025-07-22T10:59:15.548729,354,52,23,556,-0.714,0.857,negative
post_000308,Asthma attacks increasing in our neighborhood. Something needs to be done about Uppereastside air quality.,health_concern,manhattan,Uppereastside,2025-06-11T10:59:15.548729,44,9,32,135,0.0,0.0,neutral
post_000309,Basement flooded AGAIN in New Dorp. City needs better drainage infrastructure! #FloodDamage,flood_concern,staten_island,New Dorp,2025-06-02T10:59:15.550061,262,34,29,422,0.381,0.477,positive
post_000310,Hospital wait times are crazy in Queens. So many people with respiratory issues today.,health_concern,queens,Queens,2025-05-14T10:59:15.550061,94,5,42,193,-0.05,0.7,neutral
post_000311,Heat wave hitting Tottenville hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,staten_island,Tottenville,2025-06-10T10:59:15.550061,177,31,28,326,-0.292,0.542,negative
post_000312,Another trip to the ER because of allergies. When will Manhattan address the air pollution? #PublicHealth,health_concern,manhattan,Manhattan,2025-04-20T10:59:15.550061,339,54,11,523,0.0,0.0,neutral
post_000313,"Green space in Fordham being destroyed for development. We need more trees, not less! #Environment",environmental_concern,bronx,Fordham,2025-09-09T10:59:15.551355,298,46,31,498,0.135,0.289,positive
post_000314,Another trip to the ER because of asthma. When will Manhattan address the air pollution? #PublicHealth,health_concern,manhattan,Manhattan,2025-07-12T10:59:15.551355,196,63,16,417,0.0,0.0,neutral
post_000315,Hospital wait times are crazy in Flushing. So many people with respiratory issues today.,health_concern,queens,Flushing,2025-08-31T10:59:15.551758,492,55,45,747,-0.05,0.7,neutral
post_000316,Street flooding again in Huntspoint! This happens every time it rains. #Flooding #NYC,flood_concern,bronx,Huntspoint,2025-05-11T10:59:15.551758,17,80,28,313,0.0,0.0,neutral
post_000317,Storm surge warnings for St George. Time to move everything upstairs again. #StormSurge,flood_concern,staten_island,St George,2025-09-25T10:59:15.551758,299,22,37,439,0.0,0.0,neutral
post_000318,Another trip to the ER because of cough. When will Southbronx address the air pollution? #PublicHealth,health_concern,bronx,Southbronx,2025-06-20T10:59:15.551758,438,49,17,619,0.0,0.0,neutral
post_000319,Asthma attacks increasing in our neighborhood. Something needs to be done about Bronx air quality.,health_concern,bronx,Bronx,2025-09-21T10:59:15.551758,290,7,17,345,0.0,0.0,neutral
post_000320,Hospital wait times are crazy in St George. So many people with respiratory issues today.,health_concern,staten_island,St George,2025-09-22T10:59:15.551758,468,4,20,520,-0.05,0.7,neutral
post_000321,Hospital wait times are crazy in Brooklyn. So many people with respiratory issues today.,health_concern,brooklyn,Brooklyn,2025-06-14T10:59:15.552940,1,51,26,206,-0.05,0.7,neutral
post_000322,Hospital wait times are crazy in Manhattan. So many people with respiratory issues today.,health_concern,manhattan,Manhattan,2025-06-14T10:59:15.552940,123,75,33,414,-0.05,0.7,neutral
post_000323,Basement flooded AGAIN in Harlem. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Harlem,2025-05-17T10:59:15.552940,29,85,3,290,0.625,0.5,positive
post_000324,Basement flooded AGAIN in Midtown. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Midtown,2025-05-01T10:59:15.552940,299,89,23,612,0.625,0.5,positive
post_000325,Chemical smell in Crownheights - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,brooklyn,Crownheights,2025-08-12T10:59:15.552940,357,4,24,417,0.0,0.0,neutral
post_000326,Hospital wait times are crazy in Statenisland. So many people with respiratory issues today.,health_concern,staten_island,Statenisland,2025-08-08T10:59:15.553990,234,19,45,381,-0.05,0.7,neutral
post_000327,Chemical smell in Jackson Heights - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,queens,Jackson Heights,2025-07-01T10:59:15.553990,350,65,7,559,0.0,0.0,neutral
post_000328,Air quality alert for Lowereastside - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,manhattan,Lowereastside,2025-05-24T10:59:15.553990,334,27,29,473,0.0,0.0,neutral
post_000329,Subway station at New Dorp completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,New Dorp,2025-09-09T10:59:15.553990,419,95,39,782,0.118,0.427,positive
post_000330,Asthma attacks increasing in our neighborhood. Something needs to be done about New Dorp air quality.,health_concern,staten_island,New Dorp,2025-09-28T10:59:15.553990,352,18,17,440,0.136,0.455,positive
post_000331,Storm surge warnings for Lowereastside. Time to move everything upstairs again. #StormSurge,flood_concern,manhattan,Lowereastside,2025-08-06T10:59:15.553990,229,19,27,340,0.0,0.0,neutral
post_000332,Hospital wait times are crazy in St George. So many people with respiratory issues today.,health_concern,staten_island,St George,2025-09-17T10:59:15.554991,392,84,38,720,-0.05,0.7,neutral
post_000333,Subway station at New Dorp completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,staten_island,New Dorp,2025-07-22T10:59:15.554991,437,76,29,723,0.118,0.427,positive
post_000334,Basement flooded AGAIN in Uppereastside. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Uppereastside,2025-08-26T10:59:15.554991,230,25,26,357,0.625,0.5,positive
post_000335,Storm surge warnings for Manhattan. Time to move everything upstairs again. #StormSurge,flood_concern,manhattan,Manhattan,2025-08-16T10:59:15.554991,287,13,36,398,0.0,0.0,neutral
post_000336,Third time this month - Uppereastside streets are underwater after heavy rain. #UrbanFlooding,flood_concern,manhattan,Uppereastside,2025-10-05T10:59:15.554991,233,88,12,521,-0.1,0.25,neutral
post_000337,Air quality is terrible in Manhattan today. My asthma is acting up again. #NYC #AirQuality,health_concern,manhattan,Manhattan,2025-07-23T10:59:15.554991,76,48,50,320,-0.5,0.5,negative
post_000338,Basement flooded AGAIN in Lowereastside. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Lowereastside,2025-09-22T10:59:15.555992,466,92,49,840,0.625,0.5,positive
post_000339,Storm surge warnings for Uppereastside. Time to move everything upstairs again. #StormSurge,flood_concern,manhattan,Uppereastside,2025-05-30T10:59:15.555992,227,3,31,298,0.0,0.0,neutral
post_000340,Air quality alert for Brooklyn - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,brooklyn,Brooklyn,2025-07-01T10:59:15.555992,61,99,30,418,0.0,0.0,neutral
post_000341,Asthma attacks increasing in our neighborhood. Something needs to be done about Queens air quality.,health_concern,queens,Queens,2025-06-27T10:59:15.555992,90,99,12,411,0.0,0.0,neutral
post_000342,Asthma attacks increasing in our neighborhood. Something needs to be done about Mott Haven air quality.,health_concern,bronx,Mott Haven,2025-08-20T10:59:15.555992,401,13,18,476,0.0,0.0,neutral
post_000343,Air quality is terrible in New Dorp today. My asthma is acting up again. #NYC #AirQuality,health_concern,staten_island,New Dorp,2025-08-31T10:59:15.555992,186,96,21,516,-0.288,0.485,negative
post_000344,Air quality alert for Elmhurst - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,queens,Elmhurst,2025-09-04T10:59:15.556990,220,42,28,402,0.0,0.0,neutral
post_000345,Heat wave hitting Bedstuy hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,brooklyn,Bedstuy,2025-09-13T10:59:15.556990,497,38,42,695,-0.292,0.542,negative
post_000346,"Green space in Astoria being destroyed for development. We need more trees, not less! #Environment",environmental_concern,queens,Astoria,2025-04-24T10:59:15.556990,338,83,11,609,0.135,0.289,positive
post_000347,Air quality alert for Lowereastside - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,manhattan,Lowereastside,2025-05-17T10:59:15.556990,403,80,13,669,0.0,0.0,neutral
post_000348,Asthma attacks increasing in our neighborhood. Something needs to be done about Flushing air quality.,health_concern,queens,Flushing,2025-08-13T10:59:15.556990,324,81,12,591,0.0,0.0,neutral
post_000349,Asthma attacks increasing in our neighborhood. Something needs to be done about St George air quality.,health_concern,staten_island,St George,2025-08-09T10:59:15.557991,89,57,35,330,0.0,0.0,neutral
post_000350,"Green space in Southbronx being destroyed for development. We need more trees, not less! #Environment",environmental_concern,bronx,Southbronx,2025-06-09T10:59:15.557991,152,61,12,359,0.135,0.289,positive
post_000351,Kids can't play outside in Queens - air quality index is through the roof! #HealthAlert,health_concern,queens,Queens,2025-05-26T10:59:15.557991,244,89,19,549,0.0,0.05,neutral
post_000352,Subway station at Jackson Heights completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,queens,Jackson Heights,2025-08-17T10:59:15.557991,34,42,43,246,0.1,0.4,neutral
post_000353,Subway station at Williamsburg completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,brooklyn,Williamsburg,2025-06-06T10:59:15.557991,24,80,1,266,0.1,0.4,neutral
post_000354,"Green space in Tottenville being destroyed for development. We need more trees, not less! #Environment",environmental_concern,staten_island,Tottenville,2025-09-10T10:59:15.558993,167,13,4,214,0.135,0.289,positive
post_000355,Another trip to the ER because of breathing problems. When will Harlem address the air pollution? #PublicHealth,health_concern,manhattan,Harlem,2025-07-29T10:59:15.558993,314,33,32,477,0.0,0.0,neutral
post_000356,Subway station at Elmhurst completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,queens,Elmhurst,2025-06-11T10:59:15.558993,185,5,14,228,0.1,0.4,neutral
post_000357,Asthma attacks increasing in our neighborhood. Something needs to be done about Chinatown air quality.,health_concern,manhattan,Chinatown,2025-10-02T10:59:15.558993,314,83,15,593,0.0,0.0,neutral
post_000358,Hospital wait times are crazy in Manhattan. So many people with respiratory issues today.,health_concern,manhattan,Manhattan,2025-06-01T10:59:15.558993,75,95,38,436,-0.05,0.7,neutral
post_000359,Subway station at Southbronx completely flooded. How are we supposed to get to work? #MTAFlooding,flood_concern,bronx,Southbronx,2025-07-12T10:59:15.559990,476,84,44,816,0.1,0.4,neutral
post_000360,Street flooding again in Mott Haven! This happens every time it rains. #Flooding #NYC,flood_concern,bronx,Mott Haven,2025-08-16T10:59:15.559990,166,87,35,497,0.0,0.0,neutral
post_000361,Air quality alert for Parkslope - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,brooklyn,Parkslope,2025-04-17T10:59:15.559990,378,46,50,616,0.0,0.0,neutral
post_000362,Basement flooded AGAIN in Elmhurst. City needs better drainage infrastructure! #FloodDamage,flood_concern,queens,Elmhurst,2025-05-03T10:59:15.559990,357,28,7,455,0.625,0.5,positive
post_000363,Heat wave hitting New Dorp hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,staten_island,New Dorp,2025-07-16T10:59:15.559990,272,18,40,406,-0.078,0.498,neutral
post_000364,Basement flooded AGAIN in Manhattan. City needs better drainage infrastructure! #FloodDamage,flood_concern,manhattan,Manhattan,2025-08-15T10:59:15.559990,355,14,0,397,0.625,0.5,positive
post_000365,Asthma attacks increasing in our neighborhood. Something needs to be done about St George air quality.,health_concern,staten_island,St George,2025-07-10T10:59:15.560994,431,22,32,561,0.0,0.0,neutral
post_000366,Third time this month - Jackson Heights streets are underwater after heavy rain. #UrbanFlooding,flood_concern,queens,Jackson Heights,2025-07-19T10:59:15.560994,359,50,2,513,-0.1,0.25,neutral
post_000367,Street flooding again in Tottenville! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,Tottenville,2025-04-28T10:59:15.560994,325,42,16,483,0.0,0.0,neutral
post_000368,Basement flooded AGAIN in Tottenville. City needs better drainage infrastructure! #FloodDamage,flood_concern,staten_island,Tottenville,2025-07-03T10:59:15.560994,457,14,15,529,0.625,0.5,positive
post_000369,Third time this month - Williamsburg streets are underwater after heavy rain. #UrbanFlooding,flood_concern,brooklyn,Williamsburg,2025-04-24T10:59:15.560994,295,43,44,512,-0.1,0.25,neutral
post_000370,Kids can't play outside in Midtown - air quality index is through the roof! #HealthAlert,health_concern,manhattan,Midtown,2025-04-22T10:59:15.560994,394,26,25,522,0.0,0.05,neutral
post_000371,Chemical smell in Bronx - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,bronx,Bronx,2025-05-11T10:59:15.561991,489,95,24,822,0.0,0.0,neutral
post_000372,Chemical smell in Huntspoint - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,bronx,Huntspoint,2025-04-14T10:59:15.561991,87,36,13,221,0.0,0.0,neutral
post_000373,Asthma attacks increasing in our neighborhood. Something needs to be done about Chinatown air quality.,health_concern,manhattan,Chinatown,2025-05-17T10:59:15.561991,326,57,7,511,0.0,0.0,neutral
post_000374,Street flooding again in Tottenville! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,Tottenville,2025-06-22T10:59:15.561991,138,66,14,364,0.0,0.0,neutral
post_000375,Storm surge warnings for Bronx. Time to move everything upstairs again. #StormSurge,flood_concern,bronx,Bronx,2025-06-23T10:59:15.561991,34,100,45,424,0.0,0.0,neutral
post_000376,Basement flooded AGAIN in Queens. City needs better drainage infrastructure! #FloodDamage,flood_concern,queens,Queens,2025-09-11T10:59:15.562988,238,8,18,298,0.625,0.5,positive
post_000377,Street flooding again in St George! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,St George,2025-05-09T10:59:15.562988,213,41,7,350,0.0,0.0,neutral
post_000378,Heat wave hitting Tottenville hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,staten_island,Tottenville,2025-04-26T10:59:15.562988,247,33,41,428,-0.292,0.542,negative
post_000379,"Green space in St George being destroyed for development. We need more trees, not less! #Environment",environmental_concern,staten_island,St George,2025-05-17T10:59:15.562988,53,79,2,294,0.135,0.289,positive
post_000380,Air quality alert for Longislandcity - staying indoors today. #AirPollution #EnvironmentalHealth,environmental_concern,queens,Longislandcity,2025-04-22T10:59:15.562988,288,93,20,607,0.0,0.0,neutral
post_000381,Storm surge warnings for Midtown. Time to move everything upstairs again. #StormSurge,flood_concern,manhattan,Midtown,2025-09-13T10:59:15.562988,257,61,50,540,0.0,0.0,neutral
post_000382,Third time this month - Elmhurst streets are underwater after heavy rain. #UrbanFlooding,flood_concern,queens,Elmhurst,2025-05-21T10:59:15.563988,25,47,3,172,-0.1,0.25,neutral
post_000383,Chemical smell in Statenisland - anyone else notice this? Worried about health impacts. #Environmental,environmental_concern,staten_island,Statenisland,2025-08-02T10:59:15.563988,365,48,5,519,0.0,0.0,neutral
post_000384,Air quality is terrible in Crownheights today. My asthma is acting up again. #NYC #AirQuality,health_concern,brooklyn,Crownheights,2025-09-20T10:59:15.563988,484,61,31,729,-0.5,0.5,negative
post_000385,"Green space in Flushing being destroyed for development. We need more trees, not less! #Environment",environmental_concern,queens,Flushing,2025-08-29T10:59:15.563988,128,96,12,440,0.135,0.289,positive
post_000386,Heat wave hitting Lowereastside hard. Elderly neighbors struggling without AC. #ClimateChange,environmental_concern,manhattan,Lowereastside,2025-08-23T10:59:15.563988,462,62,35,718,-0.292,0.542,negative
post_000387,Air quality is terrible in St George today. My breathing problems is acting up again. #NYC #AirQuality,health_concern,staten_island,St George,2025-05-16T10:59:15.564951,111,87,23,418,-0.5,0.5,negative
post_000388,Street flooding again in Mott Haven! This happens every time it rains. #Flooding #NYC,flood_concern,bronx,Mott Haven,2025-09-13T10:59:15.564951,5,17,1,58,0.0,0.0,neutral
post_000389,Street flooding again in New Dorp! This happens every time it rains. #Flooding #NYC,flood_concern,staten_island,New Dorp,2025-05-06T10:59:15.565398,424,49,49,669,0.17,0.455,positive
